Delay,Noise,Average Polar Orderparameter,Average Polar Orderparameter Squared,Average Polar Orderparameter Fourth Power,Variance,Binder,snapshotPath,timeseriesPath
3,0.666,0.032832962785774,0.0018531457469689,7.007691494393632e-06,0.0007751423016769,0.319803230348978,data/outputImages/snapshots/delay_3/Noise=0.560000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.666000 (copy).csv
3,0.666,0.0482318793614222,0.0029309045623183,1.1543107318722806e-05,0.0006045903755835,0.5520824027646904,data/outputImages/snapshots/delay_3/Noise=0.570000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.666000.csv
3,0.667,0.005336136211143,3.620149491503005e-05,2.618927770173906e-09,7.727145251158468e-06,0.333884934038948,data/outputImages/snapshots/delay_3/Noise=0.580000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.667000.csv
3,0.668,0.005103832196105,3.309771780903934e-05,2.170797466468061e-09,7.048614723041348e-06,0.3394556933846522,data/outputImages/snapshots/delay_3/Noise=0.590000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.668000.csv
3,0.669,0.0051207548463367,3.339624514506294e-05,2.236666406612283e-09,7.174114948781121e-06,0.3315257547445516,data/outputImages/snapshots/delay_3/Noise=0.600000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.669000.csv
3,0.67,0.0049590067756048,3.130773017416475e-05,1.967916293664521e-09,6.71598197367043e-06,0.3307595193676794,data/outputImages/snapshots/delay_3/Noise=0.610000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.670000.csv
5,0.55,0.4400444056900001,0.19364303979,0.037500695903,3.960810934622305e-06,0.666639384550032,data/outputImages/snapshots/delay_5/Noise=0.550000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.550000.csv
5,0.555,0.42898769638,0.18403487404,0.0338720965,4.430394580923203e-06,0.6666345659946227,data/outputImages/snapshots/delay_5/Noise=0.555000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.555000.csv
5,0.56,0.41933485298,0.17584593935,0.0309247644179999,4.220426241791087e-06,0.6666346500672087,data/outputImages/snapshots/delay_5/Noise=0.560000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.560000.csv
5,0.565,0.4091381773099999,0.16739822237,0.028024958404,4.174237451082252e-06,0.6666334364079446,data/outputImages/snapshots/delay_5/Noise=0.565000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.565000.csv
5,0.57,0.37971636378,0.14419195044,0.020795604777,7.433517694693803e-06,0.666597948797815,data/outputImages/snapshots/delay_5/Noise=0.570000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.570000.csv
5,0.575,0.3871543054599999,0.14989300401,0.022470639926,4.547773785029685e-06,0.6666262048919798,data/outputImages/snapshots/delay_5/Noise=0.575000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.575000.csv
5,0.58,0.37494431074,0.14058820613,0.0197678378549999,4.969973706331343e-06,0.6666195438743499,data/outputImages/snapshots/delay_5/Noise=0.580000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.580000.csv
5,0.585,0.3621030947799999,0.13113309582,0.017203408984,1.444457074636918e-05,0.6665208921980965,data/outputImages/snapshots/delay_5/Noise=0.585000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.585000.csv
5,0.59,0.35153910419,0.1235849608999999,0.015275821661,5.219125292263427e-06,0.6666103786772797,data/outputImages/snapshots/delay_5/Noise=0.590000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.590000.csv
5,0.595,0.32791815618,0.1075390134839999,0.0115683788395,8.696331509086552e-06,0.6665588835572557,data/outputImages/snapshots/delay_5/Noise=0.595000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.595000.csv
5,0.6,0.3264727200599999,0.1065933868649999,0.011365952462,8.94992162488173e-06,0.6665551168101351,data/outputImages/snapshots/delay_5/Noise=0.600000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.600000.csv
5,0.605,0.31455828636,0.098952938206,0.0097940671469,6.022688260234888e-06,0.6665855377105543,data/outputImages/snapshots/delay_5/Noise=0.605000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.605000.csv
5,0.61,0.27234594717,0.074183352924,0.0055064438129999,1.10379840755348e-05,0.6664683590220499,data/outputImages/snapshots/delay_5/Noise=0.610000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.610000.csv
5,0.615,0.26003736986,0.067630034678,0.0045766882073,1.060095429354646e-05,0.666457751889693,data/outputImages/snapshots/delay_5/Noise=0.615000_Delay=5.png,data/observables/delay_5/out_N_131072_delayTime_5_eta_0.615000.csv
