Delay,Noise,Average Polar Orderparameter,Average Polar Orderparameter Squared,Average Polar Orderparameter Fourth Power,Variance,Binder,snapshotPath,timeseriesPath,Custom
3,0.599,0.29894217152,0.089383115204,0.0079952566232,1.6693290906893976e-05,0.6664198653590033,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5990.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5990.png,579
3,0.6,0.2943982783179488,0.086752148425641,0.0075524266707692,8.180214906858274e-05,0.6654933279208486,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6000.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6000.png,580
3,0.601,0.27421519676,0.075213489828,0.00566291102,1.951569387448337e-05,0.666322438478328,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6010.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6010.png,581
3,0.602,0.2643126791999999,0.069883746912,0.00489002786,2.255452611792108e-05,0.6662373658979162,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6020.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6020.png,582
3,0.603,0.25721556416,0.066240567124,0.0044096359431999,8.072067785291903e-05,0.6650088011484498,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6030.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6030.png,583
3,0.604,0.26083699404,0.068055875636,0.004637034438,1.9938176176986788e-05,0.6662757127251246,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6040.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6040.png,584
3,0.605,0.2603232005999999,0.067800495868,0.004605757028,3.2327097372178426e-05,0.6660249462235239,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6050.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6050.png,585
3,0.606,0.2549243895999999,0.065008782596,0.0042319660187999,2.233818306743296e-05,0.666207287525952,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6060.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6060.png,586
3,0.607,0.27227113412,0.074160470396,0.0055082085516,2.88999210089902e-05,0.6661555438372389,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6070.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6070.png,587
3,0.608,0.2643975337599999,0.069918586676,0.0048921094384,1.2530817629669013e-05,0.6664279705603677,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6080.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6080.png,588
3,0.609,0.26478930812,0.070160709624,0.0049358466664,4.733192933170649e-05,0.6657645895833733,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6090.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6090.png,589
3,0.61,0.2653098622256409,0.0704103106435897,0.0049634811675897,2.098764940114406e-05,0.6662720329299314,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6100.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6100.png,590
3,0.611,0.24961414644,0.062393732588,0.0039149867259999,8.651048503022923e-05,0.6647821744267733,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6110.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6110.png,591
3,0.612,0.2290368056,0.0525279660359999,0.0027740603192,7.010771654780007e-05,0.6648698690161077,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6120.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6120.png,592
3,0.613,0.2516588464,0.063430241912,0.0040477693616,9.80669406211998e-05,0.6646473298448283,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.6130.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.6130.png,593
